Created,Title,Content
12/17/22,Walk Through Walls: A Memoir,"The sheer quantity of love, the unconditional love of total strangers, was the most incredible feeling Ive ever had. I dont know if this is art, I said to myself. I dont know what this is, or what art is. Id always thought of art as something that was expressed through certain tools: painting, sculpture, photography, writing, film, music, architecture. And yes, performance. But this performance went beyond performance. This was life. Could art, should art, be isolated from life? I began to feel more and more strongly that art must be life—it must belong to everybody. I felt, more powerfully than ever, that what I had created had a purpose"
12/17/22,Walk Through Walls: A Memoir,"Failures are very important—they mean a great deal to me. After a big failure, I go into a deep depression and a very dark part of my body, but soon afterward I come back to life again, alive to something else. I always question artists who are successful in whatever they do—I think what that means is that theyre repeating themselves and not taking enough risks. If you experiment, you have to fail. By definition, experimenting means going to territory where youve never been, where failure is very possible. How can you know youre going to succeed? Having the courage to face the unknown is so important. I love to live in the spaces in between, the places where you leave the comforts of your home and your habits behind and make yourself completely open to chance"
12/15/22,Holding Serve: Persevering On and Off the Court,relinquish it all to Him
12/15/22,Holding Serve: Persevering On and Off the Court,"playing. I wasnt praying for victory; if the Lord wanted me to win, I would win. My prayers were for strength"
12/15/22,Holding Serve: Persevering On and Off the Court,"He gave me a real sense of peace, especially after I learned that God can touch lives through my wins and my losses"
12/15/22,Holding Serve: Persevering On and Off the Court,"Lord, I just dont have any joy in my life, I cried. Im tired of trying, period. Im going to give my tennis career completely to You"
12/15/22,Holding Serve: Persevering On and Off the Court,"praying for victory the following day was not one of them. God doesnt work that way. All I knew was that God was in control, and I would rest in that comfort"
12/15/22,Holding Serve: Persevering On and Off the Court,"Its so hard to let go. But quite honestly, I have tried everything else, and its taken a year like this to make me do it. But Im happy about it because I know the Lord only wants the best for me. How awesome He is"
12/15/22,Holding Serve: Persevering On and Off the Court,"Look what has happened this year. The Lord has opened my eyes to this, and He wants me to be balanced in hard work and in the way I rest and play. He wants me to trust Him. To let go of my dreams so that He can fulfill His realities, His plan, and I praise the Lord for showing me this"
12/11/22,Semiotics: The Basics,reality
12/11/22,Semiotics: The Basics,semiotic sign-systems
12/11/22,Semiotics: The Basics,A sound pattern is the hearers
12/11/22,Semiotics: The Basics,linguistic sign is wholly immaterial
12/11/22,Semiotics: The Basics,anything which stands for something else
12/11/22,Semiotics: The Basics,The sound pattern is not actually a sound
12/11/22,Semiotics: The Basics,"a mental image, a concept and a psychological"
12/11/22,Semiotics: The Basics,Both were non-material form rather than substance
12/11/22,Semiotics: The Basics,Nothing is a sign unless it is interpreted as a sign
12/11/22,Semiotics: The Basics,"photography, film or painting have double articulation"
12/11/22,Semiotics: The Basics,semiotics tells us things we already know in a language we will never understand
12/11/22,Semiotics: The Basics,"psychological impression of a sound, as given to him by the evidence of his senses"
12/11/22,Semiotics: The Basics,"Treating them in linguistic terms leads us to misconceive them: they resist translation (ibid., 86–9)"
12/11/22,Semiotics: The Basics,Double articulation does not seem to occur in the natural communication systems of animals other than humans
12/11/22,Semiotics: The Basics,"language is the semiotic system par excellence; it cannot but signify, and exists only through signification"
12/11/22,Semiotics: The Basics,language is the only system which is composed of elements which are signifiers and yet at the same time signify nothing
12/11/22,Semiotics: The Basics,"A linguistic sign is not a link between a thing and a name, but between a concept [signified] and a sound pattern [signifier]"
12/11/22,Semiotics: The Basics,complex and subtle than verbal language and are peculiarly well-suited to the expression of ideas that defy linguistic projection
12/11/22,Semiotics: The Basics,Structuralism is an analytical method which involves the application of the linguistic model to a much wider range of social phenomena
12/11/22,Semiotics: The Basics,Contemporary commentators tend to describe the signifier as the form that the sign takes and the signified as the concept to which it refers
12/11/22,Semiotics: The Basics,"concept). Thus for Saussure, writing relates to speech as signifier to signified or, as Derrida puts it, for Saussure writing is a sign of a sign"
12/11/22,Semiotics: The Basics,Meaning is not transmitted to us – we actively create it according to a complex interplay of codes or conventions of which we are normally unaware
